VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,total_amount
1,2024-01-09 06:09:00,2024-01-09 06:30:00,1,1.61,1,187,242,1,9.78,1.0,0.29,0.0,0.0,11.069999999999999
1,2024-01-09 12:35:00,2024-01-09 13:20:00,2,0.36,1,124,208,2,2.5,0.0,2.66,0.0,2.5,7.66
1,2024-01-02 17:01:00,2024-01-02 17:50:00,1,1.34,1,169,170,1,12.28,1.0,2.42,0.0,0.0,15.7
2,2024-01-10 22:11:00,2024-01-10 22:57:00,3,0.94,1,111,257,1,6.45,0.5,0.63,6.55,0.0,14.129999999999999
1,2024-01-10 17:56:00,2024-01-10 18:33:00,1,1.7,1,87,113,1,5.67,1.0,3.69,6.55,2.5,19.41
2,2024-01-08 22:35:00,2024-01-08 22:54:00,1,2.03,3,13,175,1,12.82,1.0,0.0,0.0,0.0,13.82
1,2024-01-01 11:25:00,2024-01-01 12:02:00,2,0.02,1,23,89,1,8.25,0.0,0.0,0.0,0.0,8.25
1,2024-01-13 21:04:00,2024-01-13 21:25:00,1,3.29,2,200,135,2,12.13,0.5,0.0,0.0,0.0,12.63
1,2024-01-09 12:18:00,2024-01-09 12:40:00,1,2.87,2,242,206,1,9.78,0.5,0.0,0.0,0.0,10.28
2,2024-01-12 02:30:00,2024-01-12 03:08:00,1,1.05,1,239,73,2,5.51,1.0,0.0,0.0,2.5,9.01
2,2024-01-12 09:42:00,2024-01-12 10:19:00,4,0.13,1,165,259,1,5.15,1.0,0.46,0.0,2.5,9.11
2,2024-01-08 10:56:00,2024-01-08 11:30:00,1,3.23,1,226,148,2,15.24,0.5,1.65,0.0,2.5,19.89
2,2024-01-04 09:15:00,2024-01-04 10:05:00,1,7.14,3,176,225,1,24.42,0.5,2.55,6.55,2.5,36.52
2,2024-01-13 06:00:00,2024-01-13 06:46:00,1,0.63,3,29,105,1,5.02,0.0,1.49,0.0,2.5,9.01
1,2024-01-08 18:22:00,2024-01-08 19:04:00,4,0.9,1,165,44,1,9.27,1.0,2.38,0.0,2.5,15.149999999999999
1,2024-01-02 12:36:00,2024-01-02 13:02:00,1,0.47,1,23,26,2,3.53,1.0,1.0,0.0,0.0,5.529999999999999
2,2024-01-05 23:25:00,2024-01-05 23:44:00,2,1.98,2,44,59,1,11.12,0.5,0.06,0.0,0.0,11.68
2,2024-01-12 02:37:00,2024-01-12 02:46:00,2,0.39,2,180,61,1,3.37,0.0,0.0,0.0,0.0,3.37
2,2024-01-10 20:55:00,2024-01-10 21:40:00,1,1.01,2,139,70,1,6.91,0.5,0.0,0.0,2.5,9.91
2,2024-01-01 05:01:00,2024-01-01 05:53:00,1,2.75,1,248,257,2,10.42,1.0,0.0,0.0,2.5,13.92
1,2024-01-12 19:50:00,2024-01-12 19:53:00,2,1.89,1,241,125,1,8.15,1.0,1.31,0.0,0.0,10.46
2,2024-01-11 02:51:00,2024-01-11 03:28:00,2,1.12,1,106,19,2,5.19,1.0,2.22,0.0,0.0,8.41
2,2024-01-07 21:51:00,2024-01-07 22:25:00,2,1.25,1,173,119,2,9.86,1.0,0.47,6.55,2.5,20.38
2,2024-01-08 11:33:00,2024-01-08 12:11:00,2,1.9,1,49,66,1,6.49,0.0,1.9,0.0,0.0,8.39
2,2024-01-12 05:00:00,2024-01-12 05:15:00,1,0.01,1,123,245,2,2.5,1.0,1.68,6.55,2.5,14.23
1,2024-01-14 20:01:00,2024-01-14 20:09:00,1,0.19,3,35,57,2,8.83,0.5,0.51,0.0,0.0,9.84
1,2024-01-10 01:37:00,2024-01-10 01:53:00,1,4.9,1,106,44,1,19.16,0.0,0.0,0.0,2.5,21.66
2,2024-01-09 16:20:00,2024-01-09 16:59:00,1,0.19,1,196,12,1,2.5,0.0,0.0,6.55,0.0,9.05
1,2024-01-12 01:21:00,2024-01-12 02:11:00,1,2.82,1,109,236,2,9.48,1.0,0.86,6.55,2.5,20.39
1,2024-01-09 05:50:00,2024-01-09 06:07:00,1,5.81,3,125,24,1,16.27,0.0,0.0,0.0,0.0,16.27
2,2024-01-03 20:02:00,2024-01-03 20:51:00,1,0.73,3,37,257,1,2.67,1.0,2.95,6.55,2.5,15.67
2,2024-01-10 12:38:00,2024-01-10 12:44:00,1,1.06,3,188,251,1,2.97,0.0,0.0,0.0,0.0,2.97
1,2024-01-08 07:17:00,2024-01-08 07:59:00,3,1.94,1,23,94,2,8.09,0.0,0.71,0.0,0.0,8.8
1,2024-01-03 14:34:00,2024-01-03 14:52:00,1,4.91,1,194,22,1,13.89,0.5,0.0,0.0,0.0,14.39
1,2024-01-02 04:44:00,2024-01-02 05:14:00,3,6.55,3,152,157,1,21.49,0.5,0.0,0.0,2.5,24.49
1,2024-01-01 22:56:00,2024-01-01 23:14:00,2,3.09,1,18,89,1,8.65,0.5,0.93,0.0,0.0,10.08
1,2024-01-07 01:06:00,2024-01-07 01:12:00,4,0.21,2,27,202,1,3.8,0.0,1.23,0.0,0.0,5.029999999999999
2,2024-01-07 04:14:00,2024-01-07 05:01:00,2,2.54,2,24,197,2,9.07,0.5,2.85,0.0,2.5,14.92
1,2024-01-13 12:37:00,2024-01-13 13:05:00,1,1.21,2,29,45,1,10.14,0.5,0.52,6.55,0.0,17.71
1,2024-01-13 19:30:00,2024-01-13 20:00:00,1,1.46,1,139,79,1,10.62,0.5,1.39,0.0,0.0,12.51
1,2024-01-12 09:26:00,2024-01-12 10:00:00,1,0.12,1,146,39,2,5.3,0.0,2.33,0.0,0.0,7.63
1,2024-01-14 02:04:00,2024-01-14 02:51:00,2,0.49,1,123,155,1,3.56,1.0,1.71,0.0,0.0,6.2700000000000005
1,2024-01-05 02:46:00,2024-01-05 02:50:00,3,3.6,2,128,149,1,18.04,0.5,0.0,0.0,0.0,18.54
1,2024-01-05 08:11:00,2024-01-05 08:44:00,2,1.39,1,117,52,1,3.89,0.0,0.0,0.0,0.0,3.89
1,2024-01-07 14:16:00,2024-01-07 14:21:00,1,0.83,2,132,251,2,2.5,0.0,0.49,6.55,0.0,9.54
1,2024-01-03 07:00:00,2024-01-03 07:10:00,3,1.11,1,206,147,1,5.9,1.0,1.16,0.0,2.5,10.56
2,2024-01-06 22:33:00,2024-01-06 22:59:00,2,4.43,2,236,258,1,21.04,0.5,0.0,0.0,0.0,21.54
2,2024-01-03 14:07:00,2024-01-03 14:24:00,2,3.18,2,42,125,1,11.4,0.0,0.0,6.55,2.5,20.45
1,2024-01-12 17:38:00,2024-01-12 18:23:00,2,0.73,1,160,204,1,4.59,0.0,2.33,6.55,0.0,13.469999999999999
2,2024-01-12 16:32:00,2024-01-12 17:05:00,4,0.29,2,252,256,1,2.5,0.0,1.22,0.0,2.5,6.22
2,2024-01-05 04:19:00,2024-01-05 04:30:00,3,0.67,3,179,131,2,7.24,1.0,8.06,0.0,2.5,18.8
2,2024-01-11 17:43:00,2024-01-11 18:24:00,1,5.83,3,125,21,2,21.71,0.5,0.25,6.55,0.0,29.01
2,2024-01-07 23:27:00,2024-01-08 00:14:00,1,2.0,1,213,78,1,10.57,0.0,0.51,0.0,2.5,13.58
2,2024-01-09 03:54:00,2024-01-09 03:58:00,1,1.75,1,190,51,1,6.33,0.0,0.92,6.55,0.0,13.8
2,2024-01-02 18:00:00,2024-01-02 18:10:00,4,2.09,1,58,116,2,7.09,0.0,0.57,0.0,2.5,10.16
1,2024-01-03 03:21:00,2024-01-03 03:30:00,1,1.05,1,203,55,1,2.94,0.0,2.16,6.55,2.5,14.149999999999999
1,2024-01-01 23:48:00,2024-01-02 00:34:00,2,3.78,1,80,51,2,13.79,0.5,0.09,0.0,2.5,16.88
2,2024-01-03 18:07:00,2024-01-03 19:00:00,1,1.7,1,228,254,1,5.06,0.5,0.43,0.0,2.5,8.489999999999998
1,2024-01-05 11:25:00,2024-01-05 12:06:00,3,0.29,3,95,61,1,2.5,0.0,0.76,0.0,0.0,3.26
2,2024-01-11 02:46:00,2024-01-11 03:30:00,2,0.32,1,4,225,1,2.84,0.0,2.53,6.55,0.0,11.919999999999998
1,2024-01-10 18:02:00,2024-01-10 18:20:00,4,1.77,3,165,103,1,6.73,0.0,0.0,0.0,2.5,9.23
1,2024-01-08 20:49:00,2024-01-08 21:26:00,2,6.34,1,42,48,1,19.41,1.0,3.52,0.0,2.5,26.43
1,2024-01-02 11:59:00,2024-01-02 12:31:00,2,0.85,1,229,225,2,6.55,1.0,0.0,0.0,0.0,7.55
2,2024-01-04 13:32:00,2024-01-04 13:44:00,2,4.68,2,243,233,1,16.3,1.0,0.0,0.0,2.5,19.8
1,2024-01-14 03:31:00,2024-01-14 04:11:00,4,3.32,1,212,70,1,11.58,0.0,0.07,0.0,2.5,14.15
1,2024-01-14 10:43:00,2024-01-14 11:03:00,3,0.65,1,55,47,1,5.28,1.0,0.82,0.0,0.0,7.1000000000000005
2,2024-01-11 08:53:00,2024-01-11 09:45:00,3,0.09,1,173,228,1,2.5,0.5,0.0,0.0,2.5,5.5
2,2024-01-08 06:33:00,2024-01-08 06:40:00,1,0.25,3,229,10,1,3.96,1.0,0.0,0.0,2.5,7.46
1,2024-01-14 05:13:00,2024-01-14 05:44:00,4,3.0,1,30,185,1,11.78,0.0,0.36,0.0,2.5,14.639999999999999
2,2024-01-08 12:05:00,2024-01-08 12:46:00,1,0.51,2,23,80,1,2.5,0.5,1.27,0.0,0.0,4.27
1,2024-01-03 03:23:00,2024-01-03 03:59:00,4,1.07,1,5,13,1,8.49,0.0,0.0,0.0,2.5,10.99
1,2024-01-13 02:21:00,2024-01-13 03:06:00,1,1.6,1,63,84,2,5.28,0.5,0.0,0.0,2.5,8.280000000000001
2,2024-01-10 16:24:00,2024-01-10 17:11:00,3,2.97,1,221,86,2,11.54,1.0,1.47,0.0,0.0,14.01
2,2024-01-14 19:13:00,2024-01-14 19:38:00,1,0.28,1,82,157,1,6.7,1.0,0.95,0.0,0.0,8.65
1,2024-01-06 06:44:00,2024-01-06 06:51:00,4,1.2,3,242,144,1,8.67,0.5,0.0,6.55,0.0,15.719999999999999
2,2024-01-11 16:19:00,2024-01-11 16:51:00,1,1.53,1,253,63,1,7.37,0.5,1.82,0.0,0.0,9.69
1,2024-01-14 04:58:00,2024-01-14 05:06:00,1,1.79,2,52,43,1,7.11,0.0,4.07,0.0,0.0,11.18
2,2024-01-03 18:23:00,2024-01-03 19:11:00,1,3.92,1,39,158,1,16.34,0.5,0.0,0.0,2.5,19.34
2,2024-01-02 05:38:00,2024-01-02 06:24:00,1,0.43,1,259,185,2,5.89,0.0,0.0,0.0,2.5,8.39
2,2024-01-04 13:10:00,2024-01-04 13:16:00,2,3.79,3,72,24,1,12.07,0.5,1.51,0.0,2.5,16.58
2,2024-01-09 09:27:00,2024-01-09 09:58:00,1,2.72,1,70,205,2,8.63,0.5,0.0,0.0,2.5,11.63
2,2024-01-13 03:48:00,2024-01-13 04:13:00,1,1.87,1,220,224,1,5.24,1.0,0.0,6.55,2.5,15.29
1,2024-01-12 20:41:00,2024-01-12 20:49:00,2,2.77,1,4,101,1,11.14,1.0,0.97,6.55,0.0,19.66
1,2024-01-02 12:19:00,2024-01-02 12:53:00,1,1.22,2,231,204,1,6.21,0.0,0.28,0.0,0.0,6.49
1,2024-01-07 15:56:00,2024-01-07 16:40:00,2,0.34,1,80,8,1,6.79,0.0,1.29,0.0,0.0,8.08
2,2024-01-04 15:31:00,2024-01-04 15:51:00,1,2.52,1,66,172,1,10.95,0.0,0.0,0.0,0.0,10.95
1,2024-01-07 09:55:00,2024-01-07 10:12:00,1,1.71,3,136,208,1,11.12,0.5,7.18,0.0,2.5,21.299999999999997
1,2024-01-13 17:13:00,2024-01-13 17:55:00,1,2.35,2,191,96,1,7.84,0.5,1.03,0.0,0.0,9.37
2,2024-01-11 07:51:00,2024-01-11 08:25:00,1,0.95,1,59,162,2,8.51,0.0,1.72,0.0,2.5,12.73
2,2024-01-01 16:53:00,2024-01-01 17:04:00,2,5.46,1,7,96,1,16.97,0.5,4.19,0.0,2.5,24.16
2,2024-01-12 12:50:00,2024-01-12 13:29:00,3,2.04,2,202,145,1,10.66,1.0,0.89,0.0,0.0,12.55
1,2024-01-02 06:28:00,2024-01-02 06:40:00,2,0.21,1,237,258,1,2.5,0.5,0.34,0.0,2.5,5.84
1,2024-01-06 11:49:00,2024-01-06 12:11:00,1,1.37,2,79,102,1,7.42,1.0,0.73,0.0,0.0,9.15
2,2024-01-04 21:08:00,2024-01-04 21:16:00,3,3.25,2,46,177,2,9.1,0.0,5.05,0.0,0.0,14.149999999999999
1,2024-01-10 02:29:00,2024-01-10 03:19:00,2,3.64,1,243,110,1,12.52,0.5,0.38,0.0,0.0,13.4
1,2024-01-02 09:43:00,2024-01-02 09:48:00,4,1.57,3,160,198,1,8.5,0.0,0.88,0.0,0.0,9.38
2,2024-01-11 02:17:00,2024-01-11 03:01:00,1,5.18,3,115,129,2,16.2,1.0,1.37,0.0,0.0,18.57
1,2024-01-05 02:11:00,2024-01-05 02:24:00,4,0.72,1,114,137,1,2.5,0.0,4.13,0.0,2.5,9.129999999999999
2,2024-01-01 18:00:00,2024-01-01 18:45:00,2,1.22,1,126,27,1,8.53,1.0,6.11,0.0,2.5,18.14
1,2024-01-04 11:56:00,2024-01-04 12:15:00,1,5.26,1,90,137,1,17.47,1.0,1.22,0.0,2.5,22.189999999999998
2,2024-01-11 16:19:00,2024-01-11 16:53:00,1,5.21,3,61,164,1,16.36,0.0,5.91,0.0,0.0,22.27
1,2024-01-08 12:22:00,2024-01-08 12:28:00,4,2.66,1,102,131,1,10.55,1.0,0.39,0.0,2.5,14.440000000000001
1,2024-01-02 18:43:00,2024-01-02 18:49:00,1,4.51,1,114,151,1,22.22,0.0,0.38,0.0,2.5,25.099999999999998
2,2024-01-03 06:52:00,2024-01-03 07:11:00,1,0.21,1,174,246,2,6.47,0.0,0.0,0.0,2.5,8.969999999999999
2,2024-01-03 11:46:00,2024-01-03 12:29:00,2,4.61,1,92,110,2,18.81,0.0,0.0,0.0,0.0,18.81
2,2024-01-12 04:07:00,2024-01-12 04:28:00,1,0.89,1,183,73,1,6.58,1.0,0.45,6.55,0.0,14.579999999999998
2,2024-01-12 04:20:00,2024-01-12 04:27:00,2,0.45,2,205,67,1,4.68,1.0,0.0,0.0,2.5,8.18
1,2024-01-05 14:43:00,2024-01-05 15:17:00,4,0.63,1,195,50,1,2.5,0.5,3.36,0.0,2.5,8.86
2,2024-01-03 17:59:00,2024-01-03 18:23:00,2,1.24,1,25,3,1,4.77,0.0,3.86,0.0,2.5,11.129999999999999
2,2024-01-08 15:25:00,2024-01-08 15:33:00,1,0.67,2,234,226,1,3.67,0.0,4.39,0.0,2.5,10.559999999999999
2,2024-01-08 11:35:00,2024-01-08 12:12:00,3,0.89,1,16,66,1,2.5,0.0,0.0,0.0,0.0,2.5
2,2024-01-01 02:41:00,2024-01-01 03:05:00,1,0.33,2,141,155,2,2.5,0.0,0.0,6.55,2.5,11.55
2,2024-01-12 03:09:00,2024-01-12 03:12:00,1,0.81,1,108,111,1,2.5,0.0,0.0,6.55,2.5,11.55
1,2024-01-12 18:57:00,2024-01-12 19:19:00,2,1.95,2,80,256,1,8.36,0.0,0.0,0.0,2.5,10.86
2,2024-01-10 21:06:00,2024-01-10 21:30:00,1,1.34,1,76,155,1,8.8,0.0,3.13,0.0,0.0,11.93
2,2024-01-08 17:54:00,2024-01-08 18:44:00,2,0.98,2,112,139,1,8.51,0.5,1.22,0.0,0.0,10.23
2,2024-01-09 09:20:00,2024-01-09 09:33:00,1,3.16,2,75,167,1,12.88,0.5,0.0,0.0,2.5,15.88
1,2024-01-03 08:30:00,2024-01-03 08:45:00,1,5.15,1,214,19,1,15.01,0.0,0.0,0.0,0.0,15.01
1,2024-01-05 03:57:00,2024-01-05 04:41:00,4,3.25,2,34,223,1,9.1,0.0,2.15,0.0,0.0,11.25
1,2024-01-09 19:33:00,2024-01-09 19:38:00,1,0.93,1,141,57,2,2.6,0.5,0.47,0.0,0.0,3.5700000000000003
2,2024-01-12 20:07:00,2024-01-12 20:18:00,1,3.14,2,166,133,2,8.79,0.5,0.0,0.0,2.5,11.79
2,2024-01-07 11:24:00,2024-01-07 11:38:00,2,0.38,3,231,205,1,2.5,0.0,0.76,0.0,0.0,3.26
1,2024-01-01 09:01:00,2024-01-01 09:26:00,1,0.32,1,28,119,2,3.5,0.0,0.07,0.0,2.5,6.07
1,2024-01-04 12:53:00,2024-01-04 13:09:00,1,0.98,1,91,253,1,3.21,0.5,0.0,0.0,0.0,3.71
2,2024-01-10 07:48:00,2024-01-10 08:23:00,2,3.79,1,115,85,1,14.46,0.5,0.66,0.0,0.0,15.620000000000001
2,2024-01-08 18:06:00,2024-01-08 18:26:00,2,0.65,1,159,185,1,4.24,0.0,0.29,0.0,2.5,7.03
2,2024-01-12 23:31:00,2024-01-13 00:22:00,1,0.15,3,258,225,2,3.45,0.5,2.64,0.0,2.5,9.09
1,2024-01-12 03:43:00,2024-01-12 04:26:00,1,0.32,1,90,148,1,6.75,0.0,4.07,0.0,0.0,10.82
2,2024-01-08 02:58:00,2024-01-08 03:09:00,2,4.5,3,245,227,2,12.65,1.0,0.0,0.0,0.0,13.65
2,2024-01-12 03:24:00,2024-01-12 03:49:00,4,2.31,3,31,181,2,10.51,0.0,0.59,6.55,2.5,20.15
1,2024-01-04 19:09:00,2024-01-04 19:21:00,1,0.67,2,228,109,1,4.84,0.0,6.39,0.0,0.0,11.23
1,2024-01-05 08:16:00,2024-01-05 08:37:00,3,1.86,1,128,135,2,7.37,0.0,1.07,6.55,2.5,17.49
1,2024-01-08 10:40:00,2024-01-08 11:29:00,1,1.72,1,209,103,2,10.03,0.5,6.14,0.0,2.5,19.169999999999998
2,2024-01-01 19:29:00,2024-01-01 19:36:00,2,2.45,3,178,201,1,12.06,0.0,0.0,0.0,2.5,14.56
1,2024-01-01 13:50:00,2024-01-01 14:39:00,2,0.61,3,191,117,1,2.5,0.0,0.0,0.0,0.0,2.5
1,2024-01-02 03:31:00,2024-01-02 04:25:00,1,4.6,1,68,29,1,15.42,0.5,0.53,0.0,0.0,16.45
2,2024-01-13 04:00:00,2024-01-13 04:25:00,2,0.85,2,128,27,2,6.08,1.0,0.0,0.0,2.5,9.58
2,2024-01-14 07:54:00,2024-01-14 08:26:00,1,2.72,1,221,13,1,9.93,1.0,0.0,0.0,0.0,10.93
1,2024-01-07 14:38:00,2024-01-07 15:05:00,1,0.04,3,242,42,1,4.57,0.5,8.59,6.55,2.5,22.71
2,2024-01-10 04:58:00,2024-01-10 05:28:00,3,1.07,1,244,224,1,6.7,0.0,0.0,6.55,0.0,13.25
1,2024-01-12 05:44:00,2024-01-12 06:20:00,1,1.0,1,19,21,1,10.38,1.0,4.2,0.0,0.0,15.580000000000002
2,2024-01-01 16:59:00,2024-01-01 17:46:00,4,1.8,3,155,136,1,5.04,1.0,0.0,0.0,0.0,6.04
2,2024-01-07 23:08:00,2024-01-07 23:58:00,2,0.17,1,229,221,2,3.17,0.5,0.0,0.0,0.0,3.67
1,2024-01-09 15:28:00,2024-01-09 16:17:00,1,3.59,1,58,145,2,10.78,1.0,3.85,0.0,2.5,18.13
1,2024-01-09 16:05:00,2024-01-09 16:32:00,1,0.56,2,45,10,1,6.08,1.0,0.0,6.55,0.0,13.629999999999999
1,2024-01-01 21:23:00,2024-01-01 21:35:00,1,2.6,1,102,225,2,7.28,0.5,1.08,0.0,2.5,11.36
2,2024-01-12 20:03:00,2024-01-12 20:19:00,1,3.74,3,48,141,1,14.34,1.0,2.25,0.0,0.0,17.59
1,2024-01-13 18:34:00,2024-01-13 19:18:00,1,1.9,1,50,106,1,6.74,0.0,4.57,0.0,2.5,13.81
2,2024-01-02 04:53:00,2024-01-02 05:41:00,3,3.11,1,81,194,2,9.87,0.5,2.38,6.55,0.0,19.3
2,2024-01-13 20:29:00,2024-01-13 21:01:00,4,2.49,1,59,128,1,6.97,0.0,0.0,0.0,2.5,9.469999999999999
1,2024-01-13 21:15:00,2024-01-13 21:58:00,1,1.01,1,161,213,1,4.67,0.0,1.41,0.0,0.0,6.08
2,2024-01-12 06:30:00,2024-01-12 06:57:00,2,3.81,1,103,151,1,16.38,0.5,2.78,6.55,2.5,28.71
2,2024-01-11 01:12:00,2024-01-11 01:28:00,1,0.8,2,183,180,2,5.18,1.0,0.0,0.0,0.0,6.18
1,2024-01-09 22:49:00,2024-01-09 23:26:00,3,1.95,1,116,26,1,10.03,0.5,0.37,0.0,0.0,10.899999999999999
2,2024-01-03 09:51:00,2024-01-03 10:45:00,4,3.15,1,164,15,1,15.98,1.0,0.0,6.55,0.0,23.53
2,2024-01-07 06:28:00,2024-01-07 07:18:00,4,1.1,1,143,22,2,6.74,0.0,0.0,0.0,2.5,9.24
1,2024-01-06 18:49:00,2024-01-06 19:25:00,1,0.83,3,94,65,1,3.93,1.0,2.27,0.0,2.5,9.7
1,2024-01-02 10:57:00,2024-01-02 11:09:00,1,1.41,1,250,251,2,8.12,0.0,0.0,0.0,0.0,8.12
2,2024-01-10 18:42:00,2024-01-10 19:19:00,2,3.92,3,240,21,1,12.62,0.0,1.16,0.0,2.5,16.28
2,2024-01-10 16:10:00,2024-01-10 16:23:00,4,6.11,1,59,233,1,18.85,0.0,1.19,0.0,0.0,20.040000000000003
2,2024-01-07 23:57:00,2024-01-08 00:10:00,1,1.81,1,15,16,1,5.07,0.5,1.65,6.55,0.0,13.77
2,2024-01-05 10:37:00,2024-01-05 11:00:00,4,2.49,1,203,205,1,12.29,1.0,0.04,0.0,0.0,13.329999999999998
1,2024-01-02 21:57:00,2024-01-02 22:20:00,1,5.37,1,237,160,1,17.07,1.0,1.51,6.55,2.5,28.630000000000003
2,2024-01-13 16:44:00,2024-01-13 17:08:00,4,0.24,1,73,41,1,4.13,1.0,0.76,6.55,2.5,14.94
2,2024-01-14 04:34:00,2024-01-14 05:21:00,1,0.61,3,214,108,1,2.5,0.0,0.0,0.0,0.0,2.5
2,2024-01-13 09:13:00,2024-01-13 09:22:00,4,2.84,1,11,125,1,12.04,0.5,0.2,0.0,2.5,15.239999999999998
2,2024-01-04 11:37:00,2024-01-04 11:56:00,4,3.99,1,225,152,1,12.27,1.0,1.35,6.55,2.5,23.669999999999998
1,2024-01-12 08:50:00,2024-01-12 08:54:00,3,4.47,3,203,13,1,15.16,1.0,6.48,0.0,0.0,22.64
2,2024-01-06 13:19:00,2024-01-06 13:33:00,1,1.23,1,231,203,1,8.64,0.5,5.09,0.0,0.0,14.23
1,2024-01-08 01:55:00,2024-01-08 02:39:00,2,0.22,1,51,79,1,5.59,1.0,2.66,0.0,2.5,11.75
1,2024-01-02 10:56:00,2024-01-02 11:16:00,2,1.32,3,57,42,2,6.64,0.5,1.96,0.0,0.0,9.1
1,2024-01-11 17:13:00,2024-01-11 17:26:00,1,0.6,2,132,169,2,2.5,0.5,0.72,0.0,0.0,3.7199999999999998
1,2024-01-08 08:35:00,2024-01-08 08:53:00,2,0.79,1,225,249,1,12.69,1.0,1.01,0.0,2.5,17.2
1,2024-01-12 01:41:00,2024-01-12 02:32:00,2,3.4,3,174,121,1,16.88,0.5,0.0,6.55,2.5,26.43
2,2024-01-14 16:35:00,2024-01-14 17:28:00,3,0.18,3,247,209,1,5.31,0.5,3.39,0.0,2.5,11.7
1,2024-01-11 11:18:00,2024-01-11 11:38:00,1,4.04,1,78,158,1,12.43,1.0,0.86,6.55,0.0,20.84
1,2024-01-04 13:05:00,2024-01-04 13:42:00,4,1.28,3,135,121,2,6.3,0.0,2.42,0.0,0.0,8.719999999999999
1,2024-01-14 10:42:00,2024-01-14 11:10:00,2,2.08,1,140,227,2,7.47,1.0,0.0,0.0,2.5,10.969999999999999
2,2024-01-02 23:19:00,2024-01-02 23:37:00,2,0.22,1,253,24,1,6.78,1.0,1.37,6.55,2.5,18.2
1,2024-01-03 08:24:00,2024-01-03 08:32:00,4,0.95,1,176,230,2,6.32,0.0,0.0,0.0,0.0,6.32
2,2024-01-08 12:51:00,2024-01-08 13:37:00,1,0.22,1,60,26,1,2.5,0.5,0.0,0.0,2.5,5.5
1,2024-01-07 23:33:00,2024-01-08 00:18:00,2,7.49,2,254,58,1,22.8,1.0,0.52,0.0,2.5,26.82
1,2024-01-10 08:53:00,2024-01-10 09:42:00,2,3.79,1,8,126,2,16.41,0.0,1.12,0.0,0.0,17.53
2,2024-01-12 20:29:00,2024-01-12 21:18:00,1,1.42,1,107,28,1,10.98,0.0,0.31,0.0,0.0,11.290000000000001
2,2024-01-10 19:39:00,2024-01-10 20:29:00,1,0.58,1,171,128,1,8.44,1.0,0.17,0.0,2.5,12.11
2,2024-01-06 05:31:00,2024-01-06 06:15:00,1,6.23,1,58,94,2,22.34,1.0,0.0,6.55,2.5,32.39
1,2024-01-03 23:23:00,2024-01-03 23:37:00,1,0.97,3,84,191,1,5.08,0.0,0.46,6.55,0.0,12.09
2,2024-01-06 08:56:00,2024-01-06 09:11:00,2,0.4,2,117,5,2,2.5,1.0,0.14,0.0,0.0,3.64
2,2024-01-06 08:30:00,2024-01-06 08:36:00,3,1.9,2,200,157,1,9.06,0.0,5.0,0.0,0.0,14.06
2,2024-01-02 02:59:00,2024-01-02 03:40:00,1,6.62,3,22,52,1,21.53,1.0,1.68,0.0,0.0,24.21
2,2024-01-10 16:55:00,2024-01-10 16:59:00,1,0.01,1,219,243,1,3.38,0.0,0.0,0.0,2.5,5.88
2,2024-01-09 21:55:00,2024-01-09 22:23:00,1,0.63,2,226,151,1,4.9,1.0,0.12,6.55,0.0,12.57
1,2024-01-11 14:21:00,2024-01-11 14:50:00,1,6.41,1,102,80,2,17.95,1.0,0.28,0.0,0.0,19.23
2,2024-01-01 23:51:00,2024-01-02 00:20:00,1,0.43,1,145,183,1,5.6,1.0,1.4,6.55,2.5,17.05
1,2024-01-07 07:07:00,2024-01-07 07:24:00,4,0.28,1,147,107,1,5.36,0.5,2.43,0.0,2.5,10.790000000000001
2,2024-01-04 06:33:00,2024-01-04 06:43:00,1,1.94,1,14,154,1,10.14,1.0,2.26,0.0,2.5,15.9
2,2024-01-07 15:17:00,2024-01-07 15:26:00,1,4.55,1,141,205,2,18.11,0.0,0.34,0.0,0.0,18.45
1,2024-01-07 13:15:00,2024-01-07 14:04:00,3,1.49,1,31,116,1,8.68,0.0,2.21,0.0,2.5,13.39
1,2024-01-04 11:18:00,2024-01-04 12:06:00,4,11.99,1,171,17,1,35.55,0.5,0.0,0.0,0.0,36.05
1,2024-01-01 02:42:00,2024-01-01 03:24:00,3,2.61,1,205,156,1,10.13,0.5,1.38,6.55,0.0,18.560000000000002
1,2024-01-02 08:54:00,2024-01-02 09:08:00,4,0.18,3,111,25,2,3.73,0.5,3.56,0.0,2.5,10.290000000000001
2,2024-01-14 15:55:00,2024-01-14 16:10:00,4,11.36,2,68,126,2,35.08,1.0,0.89,0.0,0.0,36.97
1,2024-01-06 21:01:00,2024-01-06 21:46:00,2,1.21,1,183,178,1,8.88,1.0,0.35,6.55,2.5,19.28
2,2024-01-12 19:35:00,2024-01-12 19:54:00,1,0.78,2,196,47,1,6.79,0.0,4.55,6.55,2.5,20.39
2,2024-01-13 00:09:00,2024-01-13 00:28:00,2,1.88,3,126,200,1,13.46,0.0,0.0,6.55,0.0,20.01
2,2024-01-02 09:34:00,2024-01-02 10:12:00,1,0.83,1,175,51,1,10.84,1.0,0.0,6.55,0.0,18.39
1,2024-01-07 19:53:00,2024-01-07 20:16:00,1,0.21,1,155,197,2,3.79,0.0,2.7,0.0,0.0,6.49
